token	exchange	symbol	series	security_desc
18679	NSE_EQ	HPL	EQ	HPL ELECTRIC & POWER LTD
489	NSE_EQ	ICEMAKE	EQ	ICE MAKE REFRIGERAT LTD
522	NSE_EQ	ICICIB22	EQ	ICICIPRAMC - BHARATIWIN
4963	NSE_EQ	ICICIBANK	EQ	ICICI BANK LTD.
18652	NSE_EQ	ICICIPRULI	EQ	ICICI PRU LIFE INS CO LTD
11987	NSE_EQ	ICIL	EQ	INDO COUNT INDUSTRIES LTD
14523	NSE_EQ	ICRA	EQ	ICRA LIMITED
1476	NSE_EQ	IDBI	EQ	IDBI BANK LIMITED
14366	NSE_EQ	IDEA	EQ	VODAFONE IDEA LIMITED
17140	NSE_EQ	IDEAFORGE	EQ	IDEAFORGE TECHNO LTD
11184	NSE_EQ	IDFCFIRSTB	EQ	IDFC FIRST BANK LIMITED
18783	NSE_EQ	IDFNIFTYET	EQ	BANDHANAMC - IDFNIFTYET
220	NSE_EQ	IEX	EQ	INDIAN ENERGY EXC LTD
1482	NSE_EQ	IFBAGRO	EQ	IFB AGRO INDUSTRIES LTD
1485	NSE_EQ	IFBIND	EQ	IFB INDUSTRIES LTD
436	NSE_EQ	IFGLEXPOR	EQ	IFGL REFRACTORIES LIMITED
28378	NSE_EQ	IGIL	EQ	INTERNATIO GEMM INS (I) L
19525	NSE_EQ	IITL	EQ	INDUSTRIAL INV TRUST LTD
16822	NSE_EQ	IKIO	EQ	IKIO TECHNOLOGIES LIMITED
28125	NSE_EQ	IKS	EQ	INVENTURUS KNOWLEDGE SO L
19235	NSE_EQ	IMFA	EQ	INDIAN METALS & FERRO
17507	NSE_EQ	INCREDIBLE	EQ	INCREDIBLE INDUSTRIES LTD
16933	NSE_EQ	INDBANK	EQ	INDBANK MERCH BANK
23693	NSE_EQ	INDGN	EQ	INDEGENE LIMITED
1512	NSE_EQ	INDHOTEL	EQ	THE INDIAN HOTELS CO. LTD
1515	NSE_EQ	INDIACEM	EQ	THE INDIA CEMENTS LIMITED
1521	NSE_EQ	INDIAGLYCO	EQ	INDIA GLYCOLS LTD
10726	NSE_EQ	INDIAMART	EQ	INDIAMART INTERMESH LTD
14309	NSE_EQ	INDIANB	EQ	INDIAN BANK
4422	NSE_EQ	INDIANCARD	EQ	INDIAN CARD CLOTHING CO.
1530	NSE_EQ	INDIANHUME	EQ	INDIAN HUME PIPE CO. LTD.
20556	NSE_EQ	INDIASHLTR	EQ	INDIA SHELTER FIN CORP L
11195	NSE_EQ	INDIGO	EQ	INTERGLOBE AVIATION LTD
2048	NSE_EQ	INDIGOPNTS	EQ	INDIGO PAINTS LIMITED
4747	NSE_EQ	INDNIPPON	EQ	INDIA NIPPON ELECT  LTD
9116	NSE_EQ	INDOAMIN	EQ	INDO AMINES LIMITED
29025	NSE_EQ	INDOFARM	EQ	INDO FARM EQUIPMENT LTD
3088	NSE_EQ	INDOSTAR	EQ	INDOSTAR CAPITAL FIN LTD
13275	NSE_EQ	INDOTECH	EQ	INDO TECH TRANSFORM LTD.
14952	NSE_EQ	INDOWIND	EQ	INDOWIND ENERGY LTD
4751	NSE_EQ	INDRAMEDCO	EQ	INDRAPRASTHA MEDICAL CORP
4870	NSE_EQ	INDSWFTLAB	EQ	IND SWIFT LABORATORIES LT
21957	NSE_EQ	INDTERRAIN	EQ	IND TERRAIN FASHIONS LTD
5258	NSE_EQ	INDUSINDBK	EQ	INDUSIND BANK LIMITED
13720	NSE_EQ	JHS	EQ	JHS SVEND. LAB. LTD
11743	NSE_EQ	JINDALPHOT	EQ	JINDAL PHOTO LIMITED
1756	NSE_EQ	JINDALPOLY	EQ	JINDAL POLY FILMS LIMITED
3024	NSE_EQ	JINDALSAW	EQ	JINDAL SAW LIMITED
6733	NSE_EQ	JINDALSTEL	EQ	JINDAL STEEL LIMITED
20642	NSE_EQ	JINDWORLD	EQ	JINDAL WORLDWIDE LTD
18143	NSE_EQ	JIOFIN	EQ	JIO FIN SERVICES LTD
25684	NSE_EQ	JISLDVREQS	EQ	JAIN DVR EQUITY SHARES
13270	NSE_EQ	JKCEMENT	EQ	JK CEMENT LIMITED
15266	NSE_EQ	JKIL	EQ	JKUMAR INFR.LTD.
13491	NSE_EQ	JKLAKSHMI	EQ	JK LAKSHMI CEMENT LTD
11860	NSE_EQ	JKPAPER	EQ	JK PAPER LIMITED
14435	NSE_EQ	JKTYRE	EQ	JK TYRE & INDUSTRIES LTD
18553	NSE_EQ	JLHL	EQ	JUPITER LIFE LINE HOSP L
7109	NSE_EQ	JMA	EQ	JULLUNDUR MOT AGENCY LTD
13637	NSE_EQ	JMFINANCIL	EQ	JM FINANCIAL LIMITED
31507	NSE_EQ	JPOLYINVST	EQ	JIND POL INV & FIN CO LTD
11763	NSE_EQ	JPPOWER	EQ	JAIPRAKASH POWER VEN. LTD
22663	NSE_EQ	JSFB	EQ	JANA SMALL FIN BANK LTD
11236	NSE_EQ	JSL	EQ	JINDAL STAINLESS LIMITED
758115	NSE_EQ	JSLL	EQ	JEENA SIKHO LIFECARE LTD
758460	NSE_EQ	JSWCEMENT	EQ	JSW CEMENT LIMITED
17869	NSE_EQ	JSWENERGY	EQ	JSW ENERGY LIMITED
11880	NSE_EQ	JSWHL	EQ	JSW HOLDINGS LIMITED
19020	NSE_EQ	JSWINFRA	EQ	JSW INFRASTRUCTURE LTD
11723	NSE_EQ	JSWSTEEL	EQ	JSW STEEL LIMITED
7287	NSE_EQ	JTLIND	EQ	JTL INDUSTRIES LIMITED
18096	NSE_EQ	JUBLFOOD	EQ	JUBILANT FOODWORKS LTD
2783	NSE_EQ	JUBLINGREA	EQ	JUBILANT INGREVIA LIMITED
3637	NSE_EQ	JUBLPHARMA	EQ	JUBILANT PHARMOVA LTD
22824	NSE_EQ	JUNIPER	EQ	JUNIPER HOTELS LIMITED
29962	NSE_EQ	JUSTDIAL	EQ	JUSTDIAL LTD.
20224	NSE_EQ	JWL	EQ	JUPITER WAGONS LIMITED
21334	NSE_EQ	JYOTICNC	EQ	JYOTI CNC AUTOMATION LTD
1802	NSE_EQ	JYOTISTRUC	EQ	JYOTI STRUCTURES LTD
758558	NSE_EQ	KALPATARU	EQ	KALPATARU LIMITED
15156	NSE_EQ	KALYANIFRG	EQ	KALYANI FORGE LIMITED
2955	NSE_EQ	KALYANKJIL	EQ	KALYAN JEWELLERS IND LTD
1826	NSE_EQ	KAMATHOTEL	EQ	KAMAT HOTELS (I) LTD
25786	NSE_EQ	KANANIIND	EQ	KANANI INDUSTRIES LTD
1835	NSE_EQ	KANORICHEM	EQ	KANORIA CHEMICALS & INDUS
1782	NSE_EQ	KANPRPLA	EQ	KANPUR PLASTIPACK LIMITED
1196	NSE_EQ	KANSAINER	EQ	KANSAI NEROLAC PAINTS LTD
1838	NSE_EQ	KARURVYSYA	EQ	KARUR VYSYA BANK LTD
12092	NSE_EQ	KAYNES	EQ	KAYNES TECHNOLOGY IND LTD
13260	NSE_EQ	KEC	EQ	KEC INTL. LIMITED
18220	NSE_EQ	KECL	EQ	KIRLOSKAR ELECTRIC CO LTD
13310	NSE_EQ	KEI	EQ	KEI INDUSTRIES LTD.
13121	NSE_EQ	KERNEX	EQ	KERNEX MICROSYS(I) LTD
13359	NSE_EQ	KFINTECH	EQ	KFIN TECHNOLOGIES LIMITED
425	NSE_EQ	KHADIM	EQ	KHADIM INDIA LIMITED
896	NSE_EQ	KHAICHEM	EQ	KHAITAN CHEM & FERT LTD
3912	NSE_EQ	KHAITANLTD	EQ	KHAITAN (INDIA)LTD.
9641	NSE_EQ	KHANDSE	EQ	KHANDWALA SECURITIES LTD
21119	NSE_EQ	KICL	EQ	KALYANI INVEST CO LTD
19937	NSE_EQ	KILITCH	EQ	KILITCH DRUGS INDIA LTD
4847	NSE_EQ	KIMS	EQ	KRISHNA INST OF MED SCI L
18581	NSE_EQ	KIRLOSBROS	EQ	KIRLOSKAR BROTHERS LTD
20936	NSE_EQ	KIRLOSENG	EQ	KIRLOSKAR OIL ENG LTD
19025	NSE_EQ	KIRLOSIND	EQ	KIRLOSKAR INDUSTRIES LTD
15180	NSE_EQ	KIRLPNU	EQ	KIRLOSKAR PNEUMATIC COM L
13381	NSE_EQ	KKCL	EQ	KEWAL KIRAN CLOTHING LTD
27084	NSE_EQ	KMEW	EQ	KNOWLEDGE MARINE & EN W L
14667	NSE_EQ	KMSUGAR	EQ	K M SUGAR MILLS LTD
4594	NSE_EQ	KOTHARIPET	EQ	KOTHARI PETROCHEM LTD
5528	NSE_EQ	KOTHARIPRO	EQ	KOTHARI PRODUCTS LTD
27079	NSE_EQ	KPEL	EQ	K.P. ENERGY LIMITED
5108	NSE_EQ	KPIGREEN	EQ	KPI GREEN ENERGY LIMITED
1814	NSE_EQ	KPIL	EQ	KALPATARU PROJECT INT LTD
9683	NSE_EQ	KPITTECH	EQ	KPIT TECHNOLOGIES LIMITED
14912	NSE_EQ	KPRMILL	EQ	KPR MILL LTD.
10577	NSE_EQ	KRBL	EQ	KRBL LIMITED
1937	NSE_EQ	KREBSBIO	EQ	KREBS BIOCHEMICALS & IND
11480	NSE_EQ	KRIDHANINF	EQ	KRIDHAN INFRA LIMITED
12847	NSE_EQ	KRISHANA	EQ	KRISHANA PHOSCHEM LIMITED
6417	NSE_EQ	KRITI	EQ	KRITI INDUSTRIES IND LTD
9288	NSE_EQ	KRITIKA	EQ	KRITIKA WIRES LIMITED
11432	NSE_EQ	KRITINUT	EQ	KRITI NUTRIENTS LIMITED
25643	NSE_EQ	KRN	EQ	KRN HEAT EXCHANGE N REF L
24025	NSE_EQ	KRONOX	EQ	KRONOX LAB SCIENCES LTD
25252	NSE_EQ	KROSS	EQ	KROSS LIMITED
5359	NSE_EQ	KRSNAA	EQ	KRSNAA DIAGNOSTICS LTD
23175	NSE_EQ	KRYSTAL	EQ	KRYSTAL INTEGRATED SER L
1949	NSE_EQ	KSB	EQ	KSB LIMITED
14972	NSE_EQ	KSCL	EQ	KAVERI SEED CO. LTD.
18889	NSE_EQ	KSL	EQ	KALYANI STEELS LIMITED
11060	NSE_EQ	KSOLVES	EQ	KSOLVES INDIA LIMITED
13870	NSE_EQ	KUANTUM	EQ	KUANTUM PAPERS LIMITED
5865	NSE_EQ	LAGNAM	EQ	LAGNAM SPINTEX LIMITED
14924	NSE_EQ	LAL	EQ	LORENZINI APPARELS LTD
11654	NSE_EQ	LALPATHLAB	EQ	DR. LAL PATH LABS LTD.
6407	NSE_EQ	LAMBODHARA	EQ	LAMBODHARA TEXTILES LTD.
23027	NSE_EQ	LANCORHOL	EQ	LANCOR HOLDINGS LIMITED
13276	NSE_EQ	LANDMARK	EQ	LANDMARK CARS LIMITED
14423	NSE_EQ	LAOPALA	EQ	LA OPALA RG LIMITED
6818	NSE_EQ	LATENTVIEW	EQ	LATENT VIEW ANALYTICS LTD
6568	NSE_EQ	LAXMICOT	EQ	LAXMI COTSPIN LIMITED
29171	NSE_EQ	LAXMIDENTL	EQ	LAXMI DENTAL LIMITED
758863	NSE_EQ	LAXMIINDIA	EQ	LAXMI INDIA FINANCE LTD
7529	NSE_EQ	LCCINFOTEC	EQ	LCC INFOTECH LTD
2606	NSE_EQ	LEMONTREE	EQ	LEMON TREE HOTELS LTD
14459	NSE_EQ	LEXUS	EQ	LEXUS GRANITO (INDIA) LTD
7902	NSE_EQ	LFIC	EQ	LAKSHMI FIN IND CORP LTD
18321	NSE_EQ	LGBBROSLTD	EQ	LG BALAKRISHNAN & BROS
19876	NSE_EQ	LGHL	EQ	LAXMI GOLDORNA HOUSE LTD
11082	NSE_EQ	LIBAS	EQ	LIBAS CONSU PRODUCTS LTD
1994	NSE_EQ	LIBERTSHOE	EQ	LIBERTY SHOES LTD
22722	NSE_EQ	LICNMID100	EQ	LICNAMC - LICNMID100
578	NSE_EQ	LIKHITHA	EQ	LIKHITHA INFRASTRUC LTD
6951	NSE_EQ	LINC	EQ	LINC LIMITED
11596	NSE_EQ	LINCOLN	EQ	LINCOLN PHARMA LTD
1627	NSE_EQ	LINDEINDIA	EQ	LINDE INDIA LIMITED
757725	NSE_EQ	LIQGRWBEES	EQ	NIPPONAMC - LIQGRWBEES
17572	NSE_EQ	LIQUID	EQ	MIRAEAMC - LIQUID
11006	NSE_EQ	LIQUIDBEES	EQ	NIP IND ETF LIQUID BEES
23915	NSE_EQ	LIQUIDBETF	EQ	BFAM - LIQUIDBETF
21750	NSE_EQ	LIQUIDCASE	EQ	ZERODHAAMC - LIQUIDCASE
1927	NSE_EQ	LIQUIDETF	EQ	DSP LIQUID ETF
4838	NSE_EQ	LIQUIDIETF	EQ	ICICIPRAMC - ICICILIQ
27075	NSE_EQ	LIQUIDPLUS	EQ	MIRAEAMC - LIQUIDPLUS
19705	NSE_EQ	LIQUIDSBI	EQ	SBIAMC - LIQUIDSBI
24374	NSE_EQ	LIQUIDSHRI	EQ	SHRIRAM - LIQUIDSHRI
17313	NSE_EQ	LLOYDSME	EQ	LLOYDS METALS N ENERGY L
1979	NSE_EQ	LMW	EQ	LMW LIMITED
3220	NSE_EQ	LODHA	EQ	LODHA DEVELOPERS LIMITED
13436	NSE_EQ	LOKESHMACH	EQ	LOKESH MACHINES LTD
758145	NSE_EQ	LOTUSDEV	EQ	SRI LOTUS DEVLPRS N RTY L
22415	NSE_EQ	LOVABLE	EQ	LOVABLE LINGERIE LTD
14786	NSE_EQ	LOWVOL	EQ	MIRAEAMC - MANV30F
8632	NSE_EQ	LOWVOL1	EQ	KOTAKMAMC - KOTAKLOVOL
21254	NSE_EQ	LOWVOLIETF	EQ	ICICI PR NIF LW VL 30 ETF
10590	NSE_EQ	LOYALTEX	EQ	LOYAL TEXTILE MILLS LTD
16863	NSE_EQ	LPDC	EQ	LANDMARK PR.DEV.CO.LTD
11483	NSE_EQ	LT	EQ	LARSEN & TOUBRO LTD.
13816	NSE_EQ	LTFOODS	EQ	LT FOODS LIMITED
17700	NSE_EQ	LTGILTBEES	EQ	NIP IND ETF LONGTERM GILT
758705	NSE_EQ	LTGILTCASE	EQ	ZERODHAAMC - LTGILTCASE
17818	NSE_EQ	LTIM	EQ	LTIMINDTREE LIMITED
18564	NSE_EQ	LTTS	EQ	L&T TECHNOLOGY SER. LTD.
2018	NSE_EQ	LUMAXIND	EQ	LUMAX INDUSTRIES LTD
14014	NSE_EQ	LUMAXTECH	EQ	LUMAX AUTO TECH LTD
10440	NSE_EQ	LUPIN	EQ	LUPIN LIMITED
11301	NSE_EQ	LUXIND	EQ	LUX INDUSTRIES LIMITED
2841	NSE_EQ	LXCHEM	EQ	LAXMI ORGANIC INDUS LTD
2028	NSE_EQ	LYKALABS	EQ	LYKA LABS LTD
31468	NSE_EQ	LYPSAGEMS	EQ	LYPSA GEMS & JEWEL LTD
2031	NSE_EQ	M&M	EQ	MAHINDRA & MAHINDRA LTD
13285	NSE_EQ	M&MFIN	EQ	M&M FIN. SERVICES LTD
15017	NSE_EQ	MAANALU	EQ	MAAN ALUMINIUM LIMITED
22347	NSE_EQ	MACPOWER	EQ	MACPOWER CNC MACHINES LTD
13671	NSE_EQ	MADHUCON	EQ	MADHUCON PROJECTS LTD.
3507	NSE_EQ	MAFANG	EQ	MIRAEAMC - MAFANG
21392	NSE_EQ	MAGADSUGAR	EQ	MAGADH SUGAR & ENERGY LTD
14957	NSE_EQ	MAGNUM	EQ	MAGNUM VENTURES LTD.
11377	NSE_EQ	MAHABANK	EQ	BANK OF MAHARASHTRA
5239	NSE_EQ	MAHAPEXLTD	EQ	MAHA RASHTRA APEX COPR. L
17603	NSE_EQ	MAHEPC	EQ	MAHINDRA EPC IRRIG LTD
9576	NSE_EQ	MAHESHWARI	EQ	MAHESHWARI LOGISTICS LTD.
8050	NSE_EQ	MAHLIFE	EQ	MAHINDRA LIFESPACE DEVLTD
385	NSE_EQ	MAHLOG	EQ	MAHINDRA LOGISTIC LIMITED
2085	NSE_EQ	MAHSCOOTER	EQ	MAHARASHTRA SCOOTERS LTD
7979	NSE_EQ	MAKEINDIA	EQ	MIRAEAMC - MAMFGETF
7965	NSE_EQ	MALLCOM	EQ	MALLCOM (INDIA) LIMITED
13352	NSE_EQ	MALUPAPER	EQ	MALU PAPER MILLS LIMITED
28687	NSE_EQ	MAMATA	EQ	MAMATA MACHINERY LIMITED
7413	NSE_EQ	MANAKCOAT	EQ	MAN COAT METAL & IND LTD
15199	NSE_EQ	MANAKSIA	EQ	MANAKSIA LTD.
7463	NSE_EQ	MANAKSTEEL	EQ	MANAKSIA STEELS LTD
13796	NSE_EQ	MANALIPETC	EQ	MANALI PETROCHEMICALS LT
19061	NSE_EQ	MANAPPURAM	EQ	MANAPPURAM FINANCE LTD
25597	NSE_EQ	MANBA	EQ	MANBA FINANCE LIMITED
24823	NSE_EQ	MANCREDIT	EQ	MANGAL CREDIT N FINCORP L
11884	NSE_EQ	MANINDS	EQ	MAN INDUSTRIES (I) LTD.
18226	NSE_EQ	MANINFRA	EQ	MAN INFRA LTD
15380	NSE_EQ	MANKIND	EQ	MANKIND PHARMA LIMITED
10227	NSE_EQ	MANORAMA	EQ	MANORAMA INDUSTRIES LTD
6422	NSE_EQ	MANORG	EQ	MANGALAM ORGANICS LIMITED
758667	NSE_EQ	MANUFGBEES	EQ	NIPPONAMC - MANUFGBEES
8167	NSE_EQ	MANYAVAR	EQ	VEDANT FASHIONS LIMITED
7227	NSE_EQ	MAPMYINDIA	EQ	C.E. INFO SYSTEMS LIMITED
2112	NSE_EQ	MARALOVER	EQ	MARAL OVERSEAS LTD
18659	NSE_EQ	MARATHON	EQ	MARATHON NXTGEN REALT LTD
4067	NSE_EQ	MARICO	EQ	MARICO LIMITED
1328	NSE_EQ	MARINE	EQ	MARINE ELECTRICAL (I) LTD
760204	NSE_EQ	MARKOLINES	EQ	MARKOLINES PAVEMENT TEC L
10999	NSE_EQ	MARUTI	EQ	MARUTI SUZUKI INDIA LTD.
199	NSE_EQ	MASFIN	EQ	MAS FINANCIAL SERV LTD
2124	NSE_EQ	MASTEK	EQ	MASTEK LTD
27047	NSE_EQ	MASTERTR	EQ	MASTER TRUST LIMITED
21726	NSE_EQ	MATRIMONY	EQ	MATRIMONY.COM LIMITED
17022	NSE_EQ	MAWANASUG	EQ	MAWANA SUGARS LIMITED
19646	NSE_EQ	MAXESTATES	EQ	MAX ESTATES LIMITED
22377	NSE_EQ	MAXHEALTH	EQ	MAX HEALTHCARE INS LTD
22428	NSE_EQ	MAXIND	EQ	MAX INDIA LIMITED
28906	NSE_EQ	MAYURUNIQ	EQ	MAYUR UNIQUOTERS LTD
18866	NSE_EQ	MAZDA	EQ	MAZDA LIMITED
509	NSE_EQ	MAZDOCK	EQ	MAZAGON DOCK SHIPBUIL LTD
12686	NSE_EQ	MBAPL	EQ	MADHYA BHARAT AGRO P. LTD
18029	NSE_EQ	MBLINFRA	EQ	MBL INFRASTRUCTURE LTD
11956	NSE_EQ	MEDANTA	EQ	GLOBAL HEALTH LIMITED
21705	NSE_EQ	MEDIASSIST	EQ	MEDI ASSIST HEALTH SER L
6278	NSE_EQ	MEDICAMEQ	EQ	MEDICAMEN BIOTECH LIMITED
7254	NSE_EQ	MEDPLUS	EQ	MEDPLUS HEALTH SERV LTD
14793	NSE_EQ	MEGASOFT	EQ	MEGASOFT LTD
25744	NSE_EQ	METAL	EQ	MIRAEAMC - METAL
24861	NSE_EQ	METALIETF	EQ	ICICIPRAMC - METALIETF
7242	NSE_EQ	METROBRAND	EQ	METRO BRANDS LIMITED
7456	NSE_EQ	MIDQ50ADD	EQ	DSPAMC - DSPQ50ETF
17702	NSE_EQ	MIDSELIETF	EQ	ICICI PRUD MIDCAP SEL ETF
23855	NSE_EQ	MIDSMALL	EQ	MIRAEAMC - MIDSMALL
4394	NSE_EQ	MIRZAINT	EQ	MIRZA INTERNATIONAL LIMIT
8469	NSE_EQ	MITCON	EQ	MITCON CON & ENG SER LTD
18562	NSE_EQ	MITTAL	EQ	MITTAL LIFE STYLE LIMITED
16736	NSE_EQ	MKPL	EQ	M K PROTEINS LIMITED
16395	NSE_EQ	MMP	EQ	MMP INDUSTRIES LIMITED
10676	NSE_EQ	MNC	EQ	KOTAKMAMC - KOTAKMNC
757669	NSE_EQ	MOALPHA50	EQ	MOTILALAMC - MOALPHA50
28046	NSE_EQ	MOBIKWIK	EQ	ONE MOBIKWIK SYSTEMS LTD
30065	NSE_EQ	MOCAPITAL	EQ	MOTILALAMC - MOCAPITAL
24944	NSE_EQ	MODEFENCE	EQ	MOTILALAMC - MODEFENCE
2229	NSE_EQ	MODIRUBBER	EQ	MODI RUBBER LTD
17625	NSE_EQ	MOLDTECH	EQ	MOLD-TEK TECHNOLOGIES LTD
6713	NSE_EQ	MOLDTKPAC	EQ	MOLD-TEK PACKAGING LTD
8654	NSE_EQ	MOLOWVOL	EQ	MOTILALAMC - MOLOWVOL
21423	NSE_EQ	MOM100	EQ	MOTILAL OS MIDCAP100 ETF
10585	NSE_EQ	MOM30IETF	EQ	ICICIPRAMC - ICICIMOM30
19289	NSE_EQ	MOM50	EQ	MOTILAL OSWAL M50 ETF
10693	NSE_EQ	MOMENTUM	EQ	BIRLASLAMC - MOMENTUM
759488	NSE_EQ	MOMENTUM30	EQ	KOTAKMAMC - MOMENTUM30
25606	NSE_EQ	MOMENTUM50	EQ	MOTILALAMC - MOMENTUM50
757099	NSE_EQ	MOMGF	EQ	MOTILALAMC - MOMGF
10822	NSE_EQ	MOQUALITY	EQ	MOTILALAMC - MOQUALITY
23184	NSE_EQ	MOREALTY	EQ	MOTILALAMC - MOREALTY
2259	NSE_EQ	MOREPENLAB	EQ	MOREPEN LAB. LTD
29459	NSE_EQ	MOSCHIP	EQ	MOSCHIP TECHNOLOGIES LTD
20788	NSE_EQ	MOTISONS	EQ	MOTISONS JEWELLERS LTD
10825	NSE_EQ	MOVALUE	EQ	MOTILALAMC - MOVALUE
10578	NSE_EQ	MPSLTD	EQ	MPS LIMITED
2277	NSE_EQ	MRF	EQ	MRF LTD
29758	NSE_EQ	MSCIINDIA	EQ	KOTAKMAMC - MSCIINDIA
11919	NSE_EQ	MSPL	EQ	MSP STEEL & POWER LTD.
9356	NSE_EQ	MSTCLTD	EQ	MSTC LIMITED
8596	NSE_EQ	MSUMI	EQ	MOTHERSON SUMI WRNG IND L
2709	NSE_EQ	MTARTECH	EQ	MTAR TECHNOLOGIES LIMITED
2294	NSE_EQ	MTNL	EQ	MAHANAGAR TELEPHONE NIGAM
19783	NSE_EQ	MUFIN	EQ	MUFIN GREEN FINANCE LTD
20878	NSE_EQ	MUFTI	EQ	CREDO BRANDS MARKETING L
11325	NSE_EQ	MUKANDLTD	EQ	MUKAND LTD.
22980	NSE_EQ	MUKKA	EQ	MUKKA PROTEINS LIMITED
8687	NSE_EQ	MUKTAARTS	EQ	MUKTA ARTS LIMITED
25080	NSE_EQ	MULTICAP	EQ	MIRAEAMC - MULTICAP
13511	NSE_EQ	MUNJALAU	EQ	MUNJAL AUTO IND. LTD.
2307	NSE_EQ	MUNJALSHOW	EQ	MUNJAL SHOWA LTD
20831	NSE_EQ	MUTHOOTMF	EQ	MUTHOOT MICROFIN LIMITED
19015	NSE_EQ	MVGJL	EQ	MANOJ VAIBHAV GEM N JEW L
17295	NSE_EQ	NAGAFERT	EQ	NAGARJUN FERT AND CHE LTD
14440	NSE_EQ	NAHARSPING	EQ	NAHAR SPINNING MILLS LTD.
357	NSE_EQ	NAM-INDIA	EQ	NIPPON L I A M LTD
6364	NSE_EQ	NATIONALUM	EQ	NATIONAL ALUMINIUM CO LTD
10557	NSE_EQ	NAVKARCORP	EQ	NAVKAR CORPORATION LTD.
2385	NSE_EQ	NAVNETEDUL	EQ	NAVNEET EDUCATION LTD
2987	NSE_EQ	NAZARA	EQ	NAZARA TECHNOLOGIES LTD
31415	NSE_EQ	NBCC	EQ	NBCC (INDIA) LIMITED
19111	NSE_EQ	NBIFIN	EQ	N.B.I. IND. FIN. CO. LTD
2319	NSE_EQ	NCC	EQ	NCC LIMITED
14490	NSE_EQ	NCLIND	EQ	NCL INDUSTRIES LIMITED
18371	NSE_EQ	NDGL	EQ	NAGA DHUNSERI GROUP LTD
31258	NSE_EQ	NDL	EQ	NANDAN DENIM LIMITED
22255	NSE_EQ	NDRAUTO	EQ	NDR AUTO COMPONENTS LTD
11427	NSE_EQ	NDTV	EQ	NDTV LTD
13522	NSE_EQ	NECCLTD	EQ	NORTH EAST CARRY CORP LTD
14761	NSE_EQ	NELCAST	EQ	NELCAST LIMITED
2388	NSE_EQ	NELCO	EQ	NELCO LTD
17963	NSE_EQ	NESTLEIND	EQ	NESTLE INDIA LIMITED
7838	NSE_EQ	NETF	EQ	TATAAML - NETF
17433	NSE_EQ	NETWEB	EQ	NETWEB TECH INDIA LTD
14111	NSE_EQ	NETWORK18	EQ	NETWORK18 MEDIA & INV LTD
2406	NSE_EQ	NEULANDLAB	EQ	NEULAND LAB LTD.
1164	NSE_EQ	NEWGEN	EQ	NEWGEN SOFTWARE TECH LTD
29464	NSE_EQ	NEXT30ADD	EQ	DSPAMC - NEXT30ADD
17181	NSE_EQ	NEXT50	EQ	MIRAEAMC - MANXT50
4529	NSE_EQ	NEXT50IETF	EQ	ICICIPRAMC - ICICINXT50
9867	NSE_EQ	NEXTMEDIA	EQ	NEXT MEDIAWORKS LIMITED
13925	NSE_EQ	NFL	EQ	NATIONAL FERT. LTD
5401	NSE_EQ	NGIL	EQ	NAKODA GROUP OF IND. LTD
10277	NSE_EQ	NGLFINE	EQ	NGL FINE CHEM LIMITED
11840	NSE_EQ	NH	EQ	NARAYANA HRUDAYALAYA LTD.
17400	NSE_EQ	NHPC	EQ	NHPC LTD
399	NSE_EQ	NIACL	EQ	THE NEW INDIA ASSU CO LTD
29487	NSE_EQ	NIBE	EQ	NIBE LIMITED
29733	NSE_EQ	NIBL	EQ	NRB INDUS. BEARINGS LTD.
29577	NSE_EQ	NIF100BEES	EQ	NIP IND ETF NIFTY 100
30392	NSE_EQ	NIF100IETF	EQ	ICICI PRUD NIFTY 100 ETF
22524	NSE_EQ	NIF10GETF	EQ	UTIAMC - NIF10GETF
22521	NSE_EQ	NIF5GETF	EQ	UTIAMC - NIF5GETF
22488	NSE_EQ	NIFITETF	EQ	UTIAMC - NIFITETF
18347	NSE_EQ	NIFMID150	EQ	UTIAMC - NIFMID150
18102	NSE_EQ	NIFTY1	EQ	KOTAK NIFTY ETF
7451	NSE_EQ	NIFTY50ADD	EQ	DSPAMC - DSPN50ETF
10576	NSE_EQ	NIFTYBEES	EQ	NIP IND ETF NIFTY BEES
21959	NSE_EQ	NIFTYBETF	EQ	BFAM - NIFTYBETF
6353	NSE_EQ	NIFTYETF	EQ	MIRAEAMC - MAN50ETF
29553	NSE_EQ	NIFTYIETF	EQ	ICICI PRUD NIFTY ETF
10690	NSE_EQ	NIFTYQLITY	EQ	BIRLASLAMC - NIFTYQLITY
11522	NSE_EQ	NIITLTD	EQ	NIIT LIMITED
17747	NSE_EQ	NIITMTS	EQ	NIIT LEARNING SYSTEMS LTD
9253	NSE_EQ	NILAINFRA	EQ	NILA INFRASTRUCTURES LTD
2421	NSE_EQ	NILKAMAL	EQ	NILKAMAL LIMITED
14194	NSE_EQ	NINSYS	EQ	NINTEC SYSTEMS LIMITED
6782	NSE_EQ	NIPPOBATRY	EQ	INDO-NATIONAL LIMITED
255	NSE_EQ	NIRAJ	EQ	NIRAJ CEMENT STRUC LTD
18840	NSE_EQ	NIRAJISPAT	EQ	NIRAJ ISPAT IND LTD
3247	NSE_EQ	NITIRAJ	EQ	NITIRAJ ENGINEERS LTD
27097	NSE_EQ	NIVABUPA	EQ	NIVA BUPA HEALTH INS CO L
2439	NSE_EQ	NKIND	EQ	NK INDUSTRIES LTD
